Classification,Confidence,Relative Path,Item Name,File Type,File Size,Xcode Project,Target Membership,Build Phase,Project Ref Present,Physical File Present,Static Ref Count,Dynamic Risk,Ref Locations,Reason,Manual Check
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/CartViewController.h,CartViewController.h,source,1731,Pure Pets.xcodeproj,None,None,Yes,Yes,21,No,Pure Pets/MainApp/Accessories/AccessFiles/AccessViewerVC.m:516; Pure Pets/MainApp/Accessories/AccessFiles/AccessViewerVC.m:516; Pure Pets/MainApp/Accessories/AccessFiles/AccessViewerVC.m:2395,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderCell.h,OrderCell.h,source,635,Pure Pets.xcodeproj,None,None,Yes,Yes,8,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderItemCell.m:10; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderModel.m:2; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderHistoryViewController.m:9,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.h,OrderDetailsViewController.h,source,806,Pure Pets.xcodeproj,None,None,Yes,Yes,8,No,Pure Pets/SceneDelegate.m:11; Pure Pets/SceneDelegate.m:287,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderHistoryViewController.h,OrderHistoryViewController.h,source,189,Pure Pets.xcodeproj,None,None,Yes,Yes,10,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/CartViewController.m:1400; Pure Pets/MainApp/AdoptPet/AdoptPetsViewController.m:1012,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderItemCell.h,OrderItemCell.h,source,442,Pure Pets.xcodeproj,None,None,Yes,Yes,7,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderItemCell.m:10; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderModel.m:2; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:9,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderModel.h,OrderModel.h,source,624,Pure Pets.xcodeproj,None,None,Yes,Yes,2,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderItemCell.m:10; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderCell.m:2,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderSupportFunc.h,OrderSupportFunc.h,source,3568,Pure Pets.xcodeproj,None,None,Yes,Yes,13,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:261; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:313,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPCartTableCell.h,PPCartTableCell.h,source,1177,Pure Pets.xcodeproj,None,None,Yes,Yes,121,No,Pure Pets/Pure Pets-Bridging-Header.h:7; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderItemCell.m:149; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/CartViewController.m:157,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderProgressTimelineRowView.h,PPOrderProgressTimelineRowView.h,source,962,Pure Pets.xcodeproj,None,None,Yes,Yes,6,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderProgressTimelineView.m:8; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderProgressTimelineView.m:14,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderProgressTimelineView.h,PPOrderProgressTimelineView.h,source,611,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:15; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:399,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderStatusStepperView.h,PPOrderStatusStepperView.h,source,364,Pure Pets.xcodeproj,None,None,Yes,Yes,1,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:16,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderSupportComposerViewController.h,PPOrderSupportComposerViewController.h,source,2488,Pure Pets.xcodeproj,None,None,Yes,Yes,215,No,Pure Pets/SceneDelegate.m:10; Pure Pets/SceneDelegate.m:281; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderSupportRequestDetailsViewController.h,PPOrderSupportRequestDetailsViewController.h,source,478,Pure Pets.xcodeproj,None,None,Yes,Yes,234,No,Pure Pets/SceneDelegate.m:10; Pure Pets/SceneDelegate.m:281; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderSupportRequestListViewController.h,PPOrderSupportRequestListViewController.h,source,484,Pure Pets.xcodeproj,None,None,Yes,Yes,230,No,Pure Pets/SceneDelegate.m:10; Pure Pets/SceneDelegate.m:281; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderTimelineViewController.h,PPOrderTimelineViewController.h,source,460,Pure Pets.xcodeproj,None,None,Yes,Yes,227,No,Pure Pets/SceneDelegate.m:10; Pure Pets/SceneDelegate.m:281; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PurchasedItemsViewController.h,PurchasedItemsViewController.h,source,137,Pure Pets.xcodeproj,None,None,Yes,Yes,2,No,Pure Pets/MainApp/UserFiles/PPUserMenuViewController.m:12; Pure Pets/MainApp/UserFiles/PPUserMenuViewController.m:1632,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/Checkout/PPCheckoutCoordinator.h,PPCheckoutCoordinator.h,source,1692,Pure Pets.xcodeproj,None,None,Yes,Yes,336,No,Pure Pets/SceneDelegate.m:10; Pure Pets/SceneDelegate.m:281; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:443,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/Manager/Cart/CartManager.h,CartManager.h,source,2233,Pure Pets.xcodeproj,None,None,Yes,Yes,896,No,Pure Pets/AppManager.h:106; Pure Pets/SceneDelegate.m:46; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:31,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/Manager/Order/PPOrderManager.h,PPOrderManager.h,source,10957,Pure Pets.xcodeproj,None,None,Yes,Yes,368,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:443; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:444; Pure Pets/AppManager.h:81,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/Manager/Payment/PPCommerceFeedbackManager.h,PPCommerceFeedbackManager.h,source,689,Pure Pets.xcodeproj,None,None,Yes,Yes,89,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPCartTableCell.m:11; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPCartTableCell.m:667,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/Manager/Payment/PPPaymentManager.h,PPPaymentManager.h,source,853,Pure Pets.xcodeproj,None,None,Yes,Yes,6,No,Pure Pets/AppDelegate.m:6; Pure Pets/AppDelegate.m:502,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/Models/Orders/PPFulfillmentOrder.h,PPFulfillmentOrder.h,source,621,Pure Pets.xcodeproj,None,None,Yes,Yes,12,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:13; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:449,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/Models/Orders/PPOrder.h,PPOrder.h,source,4563,Pure Pets.xcodeproj,Pure Pets,Sources,Yes,Yes,172,No,Pure Pets/SceneDelegate.m:10; Pure Pets/SceneDelegate.m:281,Imported via PrefixHeader.pch,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPAddressPickerView.h,PPAddressPickerView.h,source,939,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPSelectPaymentVC.m:10; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPSelectPaymentVC.m:219,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentBasicsSettingsViewController.h,PPPaymentBasicsSettingsViewController.h,source,174,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentFormViewController.h,PPPaymentFormViewController.h,source,1218,Pure Pets.xcodeproj,None,None,Yes,Yes,54,No,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrumentManager.m:11; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrumentManager.m:38; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentFormViewController.m:89,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentMethodCell.h,PPPaymentMethodCell.h,source,1736,Pure Pets.xcodeproj,None,None,Yes,Yes,104,No,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPSelectPaymentVC+Helper.m:11; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPSelectPaymentVC+Helper.m:179; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrumentManager.m:11,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPSelectPaymentVC+Helper.h,PPSelectPaymentVC+Helper.h,source,1940,Pure Pets.xcodeproj,None,None,Yes,Yes,94,No,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrumentManager.m:11; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrumentManager.m:38; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentFormViewController.m:90,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPSelectPaymentVC.h,PPSelectPaymentVC.h,source,326,Pure Pets.xcodeproj,None,None,Yes,Yes,6,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:932; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/CartViewController.m:1683,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PaymentMethod.h,PaymentMethod.h,source,1070,Pure Pets.xcodeproj,None,None,Yes,Yes,40,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:2680; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:2705,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrument.h,UserPaymentInstrument.h,source,1245,Pure Pets.xcodeproj,None,None,Yes,Yes,63,No,Pure Pets/MainApp/VeterinarianFiles/AddVetViewController.m:57; Pure Pets/MainApp/VeterinarianFiles/AddVetViewController.m:58; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrumentManager.m:11,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrumentManager.h,UserPaymentInstrumentManager.h,source,1760,Pure Pets.xcodeproj,None,None,Yes,Yes,52,No,Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrumentManager.m:11; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/UserPaymentInstrumentManager.m:38; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentFormViewController.m:90,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/AdsBrowser/PPAdsBrowser.h,PPAdsBrowser.h,source,4206,Pure Pets.xcodeproj,None,None,Yes,Yes,31,No,Pure Pets/GM.m:19; Pure Pets/GM.m:2807; Pure Pets/MainApp/PetsAdsFiles/AdsBrowser/PPAdsBrowser.m:86,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/AdsBrowser/PPCenteredSelectorCell.h,PPCenteredSelectorCell.h,source,327,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/AdsBrowser/PPCenteredSelectorView.h,PPCenteredSelectorView.h,source,1689,Pure Pets.xcodeproj,None,None,Yes,Yes,222,No,Pure Pets/AppManager.m:1104; Pure Pets/AppManager.m:1120; Pure Pets/MainApp/PetsAdsFiles/AdsBrowser/PPAdsBrowser.m:86,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/CreateAdCoordinator.h,CreateAdCoordinator.h,source,606,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/New Ad/AddNewAd.h,AddNewAd.h,source,2128,Pure Pets.xcodeproj,None,None,Yes,Yes,491,No,Pure Pets/Pure Pets-Bridging-Header.h:8; Pure Pets/MainApp/Search Controllers/AppSearchResultsVC.m:19; Pure Pets/MainApp/Search Controllers/SearchManager.m:140,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/New Ad/PPAdSharingHelper.h,PPAdSharingHelper.h,source,392,Pure Pets.xcodeproj,None,None,Yes,Yes,14,No,Pure Pets/MainApp/Accessories/AccessFiles/AccessViewerVC.m:11; Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PetImageGalleryView.m:15,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/New Ad/PPAdSubmitCoordinator.h,PPAdSubmitCoordinator.h,source,712,Pure Pets.xcodeproj,None,None,Yes,Yes,307,No,Pure Pets/Pure Pets-Bridging-Header.h:8; Pure Pets/MainApp/Search Controllers/AppSearchResultsVC.m:19,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetAd.h,PetAd.h,source,5378,Pure Pets.xcodeproj,None,None,Yes,Yes,307,No,Pure Pets/Pure Pets-Bridging-Header.h:8; Pure Pets/MainApp/Search Controllers/AppSearchResultsVC.m:19,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetAdManager.h,PetAdManager.h,source,5702,Pure Pets.xcodeproj,None,None,Yes,Yes,67,No,Pure Pets/MainApp/Search Controllers/SearchManager.m:10; Pure Pets/MainApp/Search Controllers/SearchManager.m:65,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetImageItem.h,PetImageItem.h,source,1415,Pure Pets.xcodeproj,None,None,Yes,Yes,105,No,Pure Pets/MainApp/Search Controllers/SearchManager.m:140; Pure Pets/MainApp/Accessories/AccessFiles/PetAccessory.h:40,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPCollectionLayoutManager.h,PPCollectionLayoutManager.h,source,1717,Pure Pets.xcodeproj,None,None,Yes,Yes,17,No,Pure Pets/MainApp/PetsAdsFiles/AdsBrowser/PPAdsBrowser.m:152; Pure Pets/MainApp/PetsAdsFiles/AdsBrowser/PPAdsBrowser.m:402; Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPUniversalCell+SwiftUIAdapter.h:3,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPPinterestLayout.h,PPPinterestLayout.h,source,1515,Pure Pets.xcodeproj,None,None,Yes,Yes,32,No,Pure Pets/MainApp/PetsAdsFiles/AdsBrowser/PPAdsBrowser.m:152; Pure Pets/MainApp/PetsAdsFiles/AdsBrowser/PPAdsBrowser.m:402; Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPCollectionLayoutManager.h:29,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPUniversalCell+SwiftUIAdapter.h,PPUniversalCell+SwiftUIAdapter.h,source,1167,Pure Pets.xcodeproj,None,None,Yes,Yes,1180,No,Pure Pets/AppManager.m:33; Pure Pets/EnumValues.h:295; Pure Pets/AppManager.m:33,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPUniversalCell.h,PPUniversalCell.h,source,3168,Pure Pets.xcodeproj,None,None,Yes,Yes,386,No,Pure Pets/Pure Pets-Bridging-Header.h:11; Pure Pets/Bridges/PPUniversalCellViewModelAdapter.swift:3; Pure Pets/MainApp/Accessories/AccessFiles/AccessViewerVC.m:516,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPUniversalCellFlags.h,PPUniversalCellFlags.h,source,74,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPUniversalCellHelper.h,PPUniversalCellHelper.h,source,3358,Pure Pets.xcodeproj,None,None,Yes,Yes,306,No,Pure Pets/Pure Pets-Bridging-Header.h:11; Pure Pets/Bridges/PPUniversalCellViewModelAdapter.swift:3; Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPUniversalCellSwiftUI.swift:363,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPUniversalCellViewModel.h,PPUniversalCellViewModel.h,source,2610,Pure Pets.xcodeproj,None,None,Yes,Yes,280,No,Pure Pets/Pure Pets-Bridging-Header.h:11; Pure Pets/Bridges/PPUniversalCellViewModelAdapter.swift:3,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PetImageGalleryView.h,PetImageGalleryView.h,source,1646,Pure Pets.xcodeproj,None,None,Yes,Yes,119,No,Pure Pets/MainApp/Search Controllers/SearchManager.m:140; Pure Pets/MainApp/Accessories/AccessFiles/PetAccessory.h:40; Pure Pets/MainApp/Accessories/AccessFiles/AccessViewerVC.m:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsServices/AddPetServiceOfferViewController.h,AddPetServiceOfferViewController.h,source,392,Pure Pets.xcodeproj,None,None,Yes,Yes,122,No,Pure Pets/MainApp/Search Controllers/SearchResultItem.h:14; Pure Pets/MainApp/Search Controllers/SearchResultItem.h:29,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsServices/CategoryModel.h,CategoryModel.h,source,320,Pure Pets.xcodeproj,None,None,Yes,Yes,5,No,Pure Pets/MainApp/PetsServices/AddPetServiceOfferViewController.m:28; Pure Pets/MainApp/PetsServices/AddPetServiceOfferViewController.m:366,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsServices/MyServicesViewController.h,MyServicesViewController.h,source,234,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsServices/ServiceCollectionViewCell.h,ServiceCollectionViewCell.h,source,1331,Pure Pets.xcodeproj,None,None,Yes,Yes,156,No,Pure Pets/MainApp/Search Controllers/SearchResultItem.h:14; Pure Pets/MainApp/Search Controllers/SearchResultItem.h:29; Pure Pets/Pure Pets-Bridging-Header.h:15,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsServices/ServiceModel.h,ServiceModel.h,source,3692,Pure Pets.xcodeproj,None,None,Yes,Yes,122,No,Pure Pets/MainApp/Search Controllers/SearchResultItem.h:14; Pure Pets/MainApp/Search Controllers/SearchResultItem.h:29,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsServices/ServiceViewerViewController.h,ServiceViewerViewController.h,source,266,Pure Pets.xcodeproj,None,None,Yes,Yes,125,No,Pure Pets/MainApp/Search Controllers/SearchResultItem.h:14; Pure Pets/MainApp/Search Controllers/SearchResultItem.h:29; Pure Pets/MainApp/ModrenAppVC/PPOverlayCoordinator.m:329,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/PetsServices/ServicesManager.h,ServicesManager.h,source,2167,Pure Pets.xcodeproj,None,None,Yes,Yes,137,No,Pure Pets/MainApp/Search Controllers/SearchResultItem.h:14; Pure Pets/MainApp/Search Controllers/SearchResultItem.h:29; Pure Pets/MainApp/Search Controllers/SearchManager.m:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/Search Controllers/AppSearchHelper.h,AppSearchHelper.h,source,305,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/Search Controllers/AppSearchResultsVC.h,AppSearchResultsVC.h,source,442,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/MainApp/Search Controllers/AppSearchHelper.m:13; Pure Pets/MainApp/Search Controllers/AppSearchHelper.m:20,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/Search Controllers/SearchManager.h,SearchManager.h,source,646,Pure Pets.xcodeproj,None,None,Yes,Yes,2,No,Pure Pets/MainApp/Search Controllers/AppSearchHelper.m:12; Pure Pets/MainApp/Search Controllers/AppSearchHelper.m:240,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/Search Controllers/SearchResultCell.h,SearchResultCell.h,source,268,Pure Pets.xcodeproj,None,None,Yes,Yes,32,No,Pure Pets/MainApp/Search Controllers/AppSearchHelper.m:15; Pure Pets/MainApp/Search Controllers/AppSearchHelper.m:44; Pure Pets/MainApp/Search Controllers/AppSearchResultsVC.m:15,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/Search Controllers/SearchResultItem.h,SearchResultItem.h,source,1022,Pure Pets.xcodeproj,None,None,Yes,Yes,336,No,Pure Pets/Pure Pets-Bridging-Header.h:8; Pure Pets/MainApp/Search Controllers/AppSearchResultsVC.m:19; Pure Pets/MainApp/Search Controllers/AppSearchHelper.m:15,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/UserFiles/Adressess/AddressFormVC.h,AddressFormVC.h,source,989,Pure Pets.xcodeproj,None,None,Yes,Yes,54,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:22; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:3649; Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPSelectPaymentVC.m:211,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/UserFiles/Adressess/CitiesManager.h,CitiesManager.h,source,1466,Pure Pets.xcodeproj,None,None,Yes,Yes,90,No,Pure Pets/MainApp/Search Controllers/SearchManager.m:134; Pure Pets/MainApp/PAYMENTS/Manager/Order/PPOrderManager.m:18,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/UserFiles/Adressess/CityModel.h,CityModel.h,source,773,Pure Pets.xcodeproj,None,None,Yes,Yes,195,No,Pure Pets/MainApp/PAYMENTS/Models/Orders/PPOrder.m:9; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:30; Pure Pets/MainApp/UserFiles/SignIn Files/PPUserSigningController.m:1025,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/UserFiles/Adressess/CountryModel.h,CountryModel.h,source,812,Pure Pets.xcodeproj,None,None,Yes,Yes,168,No,Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:9; Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:63; Pure Pets/MainApp/PAYMENTS/Models/Orders/PPOrder.m:9,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/UserFiles/Adressess/PPAddressModel.h,PPAddressModel.h,source,1536,Pure Pets.xcodeproj,None,None,Yes,Yes,233,No,Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:9; Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:63; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:443,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/UserFiles/Adressess/PPAddressesManager.h,PPAddressesManager.h,source,1872,Pure Pets.xcodeproj,None,None,Yes,Yes,14,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:14; Pure Pets/MainApp/PAYMENTS/Checkout/PPCheckoutCoordinator.m:17,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/MainApp/UserFiles/Adressess/PPDefaultLocationView.h,PPDefaultLocationView.h,source,1680,Pure Pets.xcodeproj,None,None,Yes,Yes,159,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:443; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m:444,Header file used via #import,None
